"Cell","Key","Value","Var_explained","Rank"
2,"Lat","-2.5",0.14021510890642,1
2,"Lon","57.5",0.0953455398181565,2
2,"Lon","62.5",0.08567198971139,3
2,"Lon","77.5",0.0792620746164123,4
2,"Lon","82.5",0.0791075281565288,5
2,"Lat","-7.5",0.0782701585510454,6
2,"Lon","72.5",0.0782439534898335,7
2,"Lon","52.5",0.0760040760471047,8
2,"Lon","87.5",0.0759228226954988,9
3,"Lat","12.5",0.0748696292151156,10
1,"Lat","-2.5",0.0748510818140971,11
2,"Lon","67.5",0.073860719346428,12
2,"Lon","47.5",0.0735300461332585,13
3,"Lon","47.5",0.0730657821722823,14
1,"Lon","37.5",0.0728938136079052,15
2,"Qrt","1;234",0.0724878941448013,16
2,"Qrt","12;34",0.0721697403535856,17
1,"Lat","-7.5",0.0719698963833426,18
2,"Lat","-12.5",0.0719139369596111,19
2,"Lon","92.5",0.0717586064864881,20
2,"CQrt","14;23",0.0716464954989686,21
3,"Lat","7.5",0.0715724262702226,22
2,"Qrt","123;4",0.0715255359012519,23
3,"Lat","17.5",0.0714284571316375,24
3,"Lon","52.5",0.0711013950532476,25
2,"CQrt","134;2",0.0710425763375032,26
2,"CQrt","124;3",0.0709782027907646,27
1,"Lat","-22.5",0.0709240923973341,28
1,"Qrt","12;34",0.0707037601433146,29
1,"Lat","-17.5",0.0706822055775744,30
3,"Qrt","12;34",0.0706063077129752,31
3,"Lon","57.5",0.0705746930636859,32
3,"Qrt","1;234",0.0705203880741158,33
3,"CQrt","134;2",0.0704962151621742,34
1,"Qrt","1;234",0.070496058797572,35
3,"CQrt","14;23",0.0704923544607009,36
1,"Lat","-12.5",0.0704914943980951,37
3,"Lon","62.5",0.070442085527774,38
3,"Qrt","123;4",0.0704388078945614,39
1,"CQrt","134;2",0.0704376537619868,40
1,"CQrt","14;23",0.0704321310837398,41
1,"Qrt","123;4",0.0704269705484614,42
1,"CQrt","124;3",0.0704218860386941,43
3,"CQrt","124;3",0.0703788776416373,44
3,"Lon","87.5",0.0703006975075415,45
3,"Lon","67.5",0.070269880379796,46
